,name,fieldlabel
9015,Artikel 30,Skal afklares
9016,Artikel 30,Bemærkning
9017,Artikel 30,Informationsaktiv (systemer i brug)
9018,Artikel 30,Skal afklares
9019,Artikel 30,Bemærkning
9020,Artikel 30,Automatiske beslutninger eller profilering
9021,Artikel 30,Skal afklares
9022,Artikel 30,Bemærkning
9023,Artikel 30,Hvor længe opbevares registreringer
9024,Artikel 30,Procedurer for sletning
9025,Artikel 30,Skal afklares
9026,Artikel 30,Bemærkning
9028,Artikel 30,Egen rolle i databehandling
9029,Artikel 30,Vurderingsmodel
9030,Artikel 30,Hvem ejer data?
9031,Artikel 30,Daglig ansvarlig for behandling
9032,Artikel 30,Primær bruger af data
9033,Artikel 30,Databehandlere
9034,Artikel 30,Skal afklares
9035,Artikel 30,Bemærkning
9036,Artikel 30,Er databehandleraftaler underskrevet af alle parter
9037,Artikel 30,Skal afklares
9038,Artikel 30,Bemærkning
9039,Artikel 30,Er databehandleraftaler arkiveret
9040,Artikel 30,Skal afklares
9041,Artikel 30,Bemærkning
9042,Artikel 30,Hvor kan databehandleraftaler findes
9044,Artikel 30,Videregives data til eksterne parter?
9045,Artikel 30,Skal afklares
9046,Artikel 30,Bemærkning
9047,Artikel 30,Videregivelse til eksterne parter
9048,Artikel 30,Overføres data til tredjeland eller international organisation?
9049,Artikel 30,Skal afklares
9050,Artikel 30,Bemærkning
9051,Artikel 30,Overførsel til lande udenfor EU/EEA
9053,Artikel 30,Gældende risikovurdering
9054,Artikel 30,Risikovurdering
9055,Artikel 30,Vedhæft risikovurdering
9056,Artikel 30,Grundlag for risikovurdering
9057,Artikel 30,Findes en DPIA
9058,Artikel 30,Vedhæft DPIA
9060,Artikel 30,Beskriv sikkerhedstiltag
9062,Artikel 30,Ændringslog
9063,GDPR Article 30 - Areas,Area
9064,GDPR Article 30 - Functions,Function
9065,GDPR Article 30 - Functions,Area
9066,GDPR Article 30 - Functions,Management approver
9067,GDPR Article 30 - Subjects,Subject
9068,GDPR Article 30 - Categories,Category
9069,GDPR Article 30 - Special categories of data,Special category of data
9070,GDPR Article 30 - Legal grounds,Legal ground
9071,GDPR Article 30 - Legal basis,Legal basis
9072,GDPR Article 30 - Sources,Source
9073,Informationsaktiver,Navn på informationsaktiv
9074,Informationsaktiver,Systembeskrivelse
9075,Informationsaktiver,Systemleverandør
9076,Informationsaktiver,Systemejer(e)
9077,Leverandører / databehandlere,Leverandør
9078,Leverandører / databehandlere,Description
9079,Leverandører / databehandlere,Linked system(s)
9080,Leverandører / databehandlere,Kategori
9081,Leverandører / databehandlere,Databehandleraftale
9082,Leverandører / databehandlere,Filer
9083,Leverandører / databehandlere,Owner(s)
9084,GDPR Article 30 - Documents,Title
9085,GDPR Article 30 - Documents,Document
9086,GDPR Article 30 - How long is data stored,Text
9087,GDPR Article 30 - How long is data stored,Sorting
9088,GDPR Article 30 - Number of registrations,Text
9089,GDPR Article 30 - Number of registrations,Sorting
9090,Udgået GDPR Article 30 - System Providers,System provider
9091,GDPR Article 30 - Data Processor Categories,Category
9092,Artikel 30,Ansvarlig
9093,Oprettelse af ipw.dk-site,Slet fra server
9094,Adgange,Administrator
9095,Udstyr,Antivirus aktiveret
9096,Patches,Risikofiler ændret?
9097,Praktikanter,Navn
9098,Erfaringer & Forbedringsmuligheder,Evaluering
9099,Praktikanter,Praktikperiode start
9100,Praktikanter,Praktikperiode slut
9101,Praktikanter,Uddannelsessted
9102,Leverancer,Nr.
9104,Leverancer,Oprettet af
9105,Leverancer,Oprettet
9106,Leverancer,Kunde
9108,Leverancer,Sælger
9109,Leverancer,Kundeansvarlig
9110,Leverancer,Løsningsarkitekt
9111,Leverancer,Instruktør / Leverancekonsulent
9112,Leverancer,Projektleder
9113,Leverancer,Softwarearkitekt
9114,Leverancer,Udvikler
9115,Leverancer,QA
9116,Leverancer,Systemadministrator
9117,Leverancer,Supporter
9119,Leverancer,Kundeprojektteam
9120,Leverancer,Kunde IT
9121,Leverancer,Type
9122,Leverancer,Ansvarlig
9123,Patches,Testbeskrivelse til QA
9124,Patches,Afhænger af følgende patches
9125,Erfaringer & Forbedringsmuligheder,Relevant for Leverancemodellen
9126,Links til eksterne systemer,Link
9127,Statement of Applicability SOA,Nr
9128,Links til eksterne systemer,Type
9129,Statement of Applicability SOA,Navn
9130,Statement of Applicability SOA,Foranstaltning
9131,Statement of Applicability SOA,Status
9132,Statement of Applicability SOA,Intern uddybning
9133,Leverancer,Kort leverance beskrivelse
9134,Leverancer,Kommentar
9136,Leverancer,Installation gennemført / kunde orienteret
9137,Faste opgaver - definition,Hovedopgave
9138,Server ændringslog,Formål
9139,Server ændringslog,Ændring
9140,Server ændringslog,Server
9141,Server automatisk logning,Logtype
9142,Server automatisk logning,Log
9143,Server automatisk logning,Antal linier
9144,Server automatisk logning,Server
9146,Leverancer,Kunde stamdata er verificeret/korrigeret
9147,Leverancer,Alle faktura informationer er registreret (CVR nr. mm.)
9148,Leverancer,Kontaktpersoner er ajourført
9149,Leverancer,Væsentlige bemærkninger fra Salg / hvornår vil kunde i gang
9150,Leverancer,Leveringsaftale uploadet under Filer på Kunden
9152,Leverancer,Standardtekst er sendt til kunde forud for installation
9155,Praktikanter,Opstartsmøde afholdt
9157,Praktikanter,Tavshedserklæring
9158,Praktikanter,Samtykkeerklæring
9159,Praktikanter,Praktikaftale udformet
9160,Praktikanter,Evalueringsskema udfyldt
9161,Praktikanter,Praktikbevis fremsendt
9162,Praktikanter,Email
9163,Praktikanter,Telefon
9164,Praktikanter,Type
9166,Praktikanter,Slackbruger (Guest med udløb)
9167,Praktikanter,Evalueringssamtale
9168,Praktikanter,Intranetbruger oprettet
9169,Praktikanter,Intranetbruger nedlagt
9170,Praktikanter,Fødselsdato
9171,Planlægningslinjer,Dato
9172,Planlægningslinjer,Deltager
9173,Planlægningslinjer,Timer
9174,Udstyr,IMEI
9175,Praktikanter,Adresse
9176,Leverancer,Kørselsafregning udfyldt
9179,Ferieønsker,Medarbejder
9180,Ferieønsker,Afdeling
9181,Ferieønsker,Fra
9182,Ferieønsker,Til
9183,Ferieønsker,Kommentar
9184,Erfaringer & Forbedringsmuligheder,Ansvarlig
9185,Julegaveønsker,Medarbejder
9186,Julegaveønsker,Skriv ønskeseddel eller indsæt link til ønsker
9187,Leverancer,Polaris opstart
9188,Leverancer,Angiv den kollega som udgør den primære rolle. 
9189,Leverancer,Nederst kan tilføjes ekstra roller inkl. kommentarer
9190,Leverancer,Sekundære / øvrige ressourcer
9194,Erfaringer & Forbedringsmuligheder,Nummer
9195,Erfaringer & Forbedringsmuligheder,Oprettet af
9198,Erfaringer & Forbedringsmuligheder,Virksomhed
9199,Erfaringer & Forbedringsmuligheder,Behandler
9201,Evaluering af Ny kunde forløb,Nr. 
9202,Evaluering af Ny kunde forløb,Oprettet af
9203,Evaluering af Ny kunde forløb,Oprettet
9205,Evaluering af Ny kunde forløb,Kontaktperson hos kunde
9206,Evaluering af Ny kunde forløb,Sælger 
9207,Evaluering af Ny kunde forløb,Seneste Konsulent/Instruktør
9208,Evaluering af Ny kunde forløb,Lead-kilde
9209,Evaluering af Ny kunde forløb,Bemærkning 
9211,Evaluering af Ny kunde forløb,Hvordan har du oplevet salgsforløbet
9212,Evaluering af Ny kunde forløb,Hvordan har du oplevet installationsforløbet
9213,Evaluering af Ny kunde forløb,Hvordan har du oplevet undervisningen
9214,Evaluering af Ny kunde forløb,Hvordan har du oplevet supporten
9215,Evaluering af Ny kunde forløb,Bemærkning
9216,Evaluering af Ny kunde forløb,Bemærkning
9217,Evaluering af Ny kunde forløb,Mangler du at få indfriet nogle af dine forventninger
9218,Evaluering af Ny kunde forløb,Bemærkning
9219,Evaluering af Ny kunde forløb,Bemærkning
9220,Evaluering af Ny kunde forløb,Ønsker I yderligere undervisning
9221,Evaluering af Ny kunde forløb,"Ønsker I, at deltage i en Erfa-gruppe"
9222,Evaluering af Ny kunde forløb,Har I kendskab til fordele ved klippekort
9224,Evaluering af Ny kunde forløb,Hvem I dit netværk skal være vores næste IPW Kunde? 
9225,Patches,OBS: Patch må IKKE skubbes til Next endnu
9226,Patches,"Gennemse alle oplysninger og skub din patch til next. Når patchen er skubbet til next, så må du trykke Klar til udgivelse"
9228,Leverancer,Evaluering er planlagt
9229,Sygemeldinger,Medarbejder (gammel)
9230,Sygemeldinger,Fra
9231,Sygemeldinger,Til
9232,Evaluering af Ny kunde forløb,Kunde
9233,Evaluering af Ny kunde forløb,Bed kunde lav rating fra 1-4 hvor 4 er bedst
9234,Evaluering af Ny kunde forløb,Gennemsnit af rating
9235,Leverancer,Ønsket primært sprog på Installationen
9236,Leverancer,Kursus ønskes udført på
9237,Server disaster recovery test,Server
9238,Server disaster recovery test,Dato for disaster recovery test
9239,Cyber security awareness tiltag,Dato for tiltag
9240,Cyber security awareness tiltag,Enkeltpersoner
9241,Cyber security awareness tiltag,Beskrivelse af tiltag
9243,Konsulent møde agenda,Nr
9244,Konsulent møde agenda,Oprettet af 
9245,Periodekonstanter,Navn
9246,Periodekonstanter,Værdi
9247,Periodekonstanter,Gyldig fra
9248,Periodekonstanter,Gyldig til
9249,Periodekonstanter,Forklaring
9250,Normtid pr uge,Udvikling planlagt
9251,Leverancer,Intet kursusforløb
9252,Erfaringer & Forbedringsmuligheder,Afklares med
9253,Deltagelse i Salgsaktiviteter,Salgsaktivitet
9254,Deltagelse i Salgsaktiviteter,Dato
9255,Deltagelse i Salgsaktiviteter,Virksomhed
9256,Deltagelse i Salgsaktiviteter,Kontaktperson
9257,Deltagelse i Salgsaktiviteter,Opfølgning
9258,Opsigelse af løsning,"Virksomhedstype ændret til ""Tidligere Kunde"""
9259,Opsigelse af løsning,Serviceaftale deaktiveret
9260,Lead til salg,Vælg/Opret Kontaktperson
9261,Lead til salg,Vælg Aktionsansvarlig
9262,Lead til salg,Kommentar fra Salg
9263,Kundetilfredshedsundersøgelse,Antal besvarelser
9264,Leverancer,Væsentlige bemærkninger fra indledende dialog med kunden
9265,Praktikanter,Arbejdstider
9266,Deltagelse i Salgsaktiviteter,Ansvarlig
9267,Udstyr,Anskaffelsespris (ex moms)
9268,Udstyr,Købsbilag
9269,IPWs Bogreol,Bog titel
9270,IPWs Bogreol,Boganmeldelser
9271,IPWs Bogreol,Relevant for
9272,IPWs Bogreol,Forfatter
9273,IPWs Bogreol,Forlag
9274,IPWs Bogreol,ISBN
9275,IPWs Bogreol,Dato for udgivelse
9276,Deltagelse i Salgsaktiviteter,Stadie
9277,Ressourcer,Navn
9278,Ressourcer,Link
9279,Ressourcer,Beskrivelse
9280,Tredjepartskode-licenser,Navn
9281,Tredjepartskode-licenser,Placering
9282,Tredjepartskode-licenser,Licens
9283,Tredjepartskode-licenser,Licens købt?
9284,Tredjepartskode-licenser,Licens-kommentar ved valg af Andet
9285,Tredjepartskode-licenser,Noter
9286,Ressourcer,Hyppighed
9287,Ressourcer,Kanal
9288,Ressourcer,Modtager
9289,Ressourcer,Type
9290,Adgangsregistrering,Forretningsenhed
9291,Oprettelse af ipw.dk-site,Systemsprog
9292,Opgradering af kunder med test server,Kunde
9293,Opgradering af kunder med test server,Opgraderings procedure
9294,Opgradering af kunder med test server,Testes af IPW
9295,Opgradering af kunder med test server,TestRail Projekt
9296,Opgradering af kunder med test server,Link til TestRail
9297,Opgradering af kunder med test server,Test procedure
9299,Opgradering af kunder med test server,Aftaler
9300,Opgradering af kunder med test server,Bilag
9301,Processer (definition),Procesnavn
9302,Procesaktiviteter (definition),Aktivitet
9303,Procesaktiviteter (definition),Beskrivelse
9304,Procesaktiviteter (definition),Evt dokument
9305,Procesroller,Navn
9306,Procesaktiviteter (definition),Udføres af (udgår)
9307,Processer (definition),Beskrivelse
9308,Processer (definition),Initiering
9309,Procesaktiviteter (definition),Processer (udgår)
9310,Faste opgaver,test
9311,Faste opgaver,test
9312,Test bandit,Label med æøå$£€ð
9313,Evaluering af Ny kunde forløb,Primær årsag til valg af IPW
9314,Evaluering af Ny kunde forløb,GL FELT - Øvrig Konsulent/Instruktør
9315,Evaluering af Ny kunde forløb,Øvrige ressourcer fra Leverancen
9316,Test bandit,Bruger
9317,Test bandit,Liste B
9318,Test bandit,Flere valg
9319,IPW Server,Server
9320,IPW Server,IP
9321,PHP Extensions,Extension
9322,Test bandit,Heltal
9323,Test bandit,talfelt (uden decimaler)
9324,Salgsaktiviteter - Kategorier,Kategorinavn
9325,Salgsaktiviteter,Kategori
9326,Salgsaktiviteter,Dato
9327,Salgsaktiviteter,Link til optagelse
9328,Test bandit,Rich text
9329,Lead til salg,Initial Aktion
9330,Salgsaktiviteter - Emne / Type,Emne / Type
9331,Salgsaktiviteter - Emne / Type,Kategori
9332,Salgsaktiviteter,Emne / Type
9334,Tjekliste ved Kursusaktiviteter,Dato afstemt internt. Booket i IPW Kursus kalenderen. Kursuslokale booket.
9335,Tjekliste ved Kursusaktiviteter,Vælg Kursus
9336,Tjekliste ved Kursusaktiviteter,Instruktør
9338,Tjekliste ved Kursusaktiviteter,Mailkampagne 1 er udsendt
9339,Tjekliste ved Kursusaktiviteter,Website er ajourført med relevant kursustekst inkl. tilmeldingsformular
9340,Tjekliste ved Kursusaktiviteter,Indsæt Link til mailchimp kampagne
9341,Tjekliste ved Kursusaktiviteter,Mailkampagne 2 er udsendt - Påmindelse
9342,Tjekliste ved Kursusaktiviteter,Indsæt Link til mailchimp kampagne
9344,Tjekliste ved Kursusaktiviteter,Opfølgningsmail er sendt ud til kursusdeltagerne
9345,Tjekliste ved Kursusaktiviteter,Deltagerlisten er ajourført i relation til fakturering
9346,Bekræftede kursusdeltagere,Bemærkning
9347,Bekræftede kursusdeltagere,Deltager
9348,Bekræftede kursusdeltagere,Virksomhed
9351,Tjekliste ved Kursusaktiviteter,Kursusdeltagere
9352,Bekræftede kursusdeltagere,No show
9353,Bekræftede kursusdeltagere,E-mail
9354,Tjekliste ved Kursusaktiviteter,Kurset er lukket for tilmelding på website (MAX opnået)
9355,Bekræftede kursusdeltagere,Velkomstmail sendt - 1 uge før.
9356,Tjekliste ved Kursusaktiviteter,Ansvarlig for udsendelse af velkomstmail en uge før kursus
9357,Tjekliste ved Kursusaktiviteter,Kursusdato
9358,Bekræftede kursusdeltagere,Kursusopgave oprettet på kunden
9359,Venteliste Kursusdeltagere,På venteliste
9360,Tjekliste ved Kursusaktiviteter,På venteliste grundet fuld hold
9361,Tjekliste ved Kursusaktiviteter,Deltagere overført til Salgsaktiviteter
9362,Tjekliste ved Kursusaktiviteter,Det er pt. Lene i Intern Salg der starter tjeklisten op
9363,Tjekliste ved Kursusaktiviteter,Ansvarlig for mailkampagne i mailchimp inkl. udsendelse
9364,Test bandit,url
9365,Tjekliste ved Kursusaktiviteter,Antal tilmeldte
9367,Tjekliste ved Kursusaktiviteter,Fakturering gennemført
9368,Tjekliste ved Kursusaktiviteter,Ansvarlig
9369,Tjekliste ved Kursusaktiviteter,Opret/tilknyt tidsregistreringsopgave til Instruktør
9370,Test bandit,Fasttest
9372,Kontraktstyring,Revideret
9373,Kontraktstyring,Stadie
9374,Notifikationstekster,Navn
9375,Notifikationstekster,ID
9376,Notifikationstekster,Sprog
9377,Notifikationstekster,Tekst
9378,Audit,Type
9379,Audit,Kommentar
9380,Audit,Dato
9381,Audit,Emne/område
9382,Audit,Udføres af
9383,Tjekliste ved Kursusaktiviteter,Velkomstmail sendt til alle deltagere  - ca. 1 uge før
9384,Procesaktiviteter (definition),Deadline antal dage fra begivenhedsdato
9385,Procesaktiviteter (definition),Type
9386,Proces,Procesnavn
9387,Procesaktiviteter,Aktivitet
9388,Procesaktiviteter,Beskrivelse
9389,Procesaktiviteter,Deadline
9390,Procesaktiviteter,Type
9391,Proces,Vedrørende
9392,Procesaktiviteter (definition),Ansvarlig
9393,Procesaktiviteter,Evt dokument
9394,Procesaktiviteter,Ansvarlig
9395,Hotline prisgrupper,Prisgruppe
9396,Hotline prisgrupper,Timer pr. måned
9397,Hotline prisgrupper,6 måneder maks
9398,Hotline prisgrupper,Antal tilladte overtræk
9399,Tjekliste ved Kursusaktiviteter,Deltagerbevis fremsendt til kursusdeltagerne
9400,Test bandit,Tekst
9401,Test bandit,oprettter
9402,Test bandit,Fast billede
9403,Test bandit,js - her
9405,SI - Handleplan,Oprettet
9406,SI - Handleplan,Oprettet af
9408,SI - Handleplan,Titel - kort navn
9409,SI - Handleplan,GL - Stategisk initiativ
9411,SI - Handleplan,Målsætning / Formål
9412,SI - Handleplan,Økonomisk indvirkning
9413,SI - Handleplan,Investering
9414,SI - Handleplan,Risici og håndtering heraf
9415,SI - Handleplan,Ansvarlig leder
9416,SI - Handleplan,Succeskriterier
9417,SI - Handleplan,Sidst opdateret
9418,SI - Handleplan,Opdateret af
9419,Strategiske initiativer,Tekst
9420,SI - Must win battles,MWB
9421,Strategiske initiativer,MWB
9422,Strategiske initiativer,Id
9423,Strategiske initiativer,Periode
9424,SI - perioder,Periode
9425,SI - Aktiviteter,Aktivitet
9426,SI - Aktiviteter,Deadline
9427,SI - Aktiviteter,Status
9428,SI - Aktiviteter,Superviserende leder
9429,SI - Aktiviteter,Strategisk initiativ
9430,Lead til salg,Vælg/Opret Virksomhed
9431,Lead til salg,Leadtype
9432,Tjekliste ved Kursusaktiviteter,Kursus blev ikke gennemført
9433,Test bandit,Billede
9434,Erfaringer & Forbedringsmuligheder,Kundereklamation
9435,Erfaringer & Forbedringsmuligheder,Kundens reklamationsbeskrivelse
9436,Test bandit,Brugergruppe
9437,Den lille test bandit hjælper,Tekst
9438,Den lille test bandit hjælper,Godkendt
9439,Den lille test bandit hjælper,Udført af
9440,Test bandit,Indlejret tabel checkliste
9441,SI - Handleplan,MWB - Must Win Battle
9442,SI - Handleplan,Status
9443,Test bandit,Kommentarfelt med historik
9444,Test bandit,Fil fra PC
9445,SI - Handleplan,Evt. anden strategisk initiativ
9446,SI - Aktiviteter,Fremdrift
9447,SI - Aktiviteter,ID
9448,SI - Handleplan,ID
9449,SI - Aktiviteter,Upload filer
9450,Leverancer,Er løsningen Hostet?
9451,Forecast,Dato
9452,Forecast,Tilbudssum: Tilbud >= 50% Deadline <90 dage
9453,Forecast,Sum ordrebeholdning (Tilgode)
9454,Forecast,Sum ordrebeholdning (Est.tilgode)
9455,Test bandit,Colortest
9456,Erfaringer & Forbedringsmuligheder,Kategori
9457,Den lille test bandit hjælper,Tekstfelt
9458,Test bandit,Sort missing?
9459,Forecast,Gemt PDF af fordeling
9460,SI - Handleplan,Igangsættelsesperiode
9462,Den lille test bandit hjælper,Dato
9463,Test bandit,Nr.
9464,Test bandit,Kategori
9465,Test bandit,Type
9466,Test bandit,Beskrivelse
9467,Test bandit,test
9468,Opsigelse af løsning,Ansvarlig
9469,Budgettal,Debiteret support
9470,Budgettal,Kursusvirksomhed
9471,Small Business - Varer,Navn
9472,Small Business - Varer,Pris ex moms
9473,Small Business - Varer,Varegruppe
9475,APV 2021 Arbejde hjemmefra,Hvor tit arbejder du hjemmefra nu om ugen (i gennemsnit)
9476,APV 2021 Arbejde hjemmefra,Hvor meget forventer du at arbejde hjemmefra efter 'Corona' (i gennemsnit)
9478,APV 2021 Arbejde hjemmefra,Følgende spørgsmål handler om din arbejdsplads derhjemme eller det sted derhjemme hvor du arbejder når du arbejder hjemmefra.
9479,APV 2021 Arbejde hjemmefra,Hvor stor er afstanden fra dine øjne til skærmen(e)
9480,APV 2021 Arbejde hjemmefra,Har du frit benplads under dit arbejdsbord?
9481,APV 2021 Arbejde hjemmefra,Benplads
9482,APV 2021 Arbejde hjemmefra,Hvor meget afstand er der bag forkanten af dit skrivebord? Dvs hvor meget plads er der til at bevæge din stol bagud.
9483,APV 2021 Arbejde hjemmefra,Hvor meget benplads har du i bredden? Dvs hvor meget du kan bevæge dine ben til højre og til venstre.
9484,APV 2021 Arbejde hjemmefra,Kan dit bord indstilles i højde?
9485,APV 2021 Arbejde hjemmefra,"Har du en fast arbejdsplads der er indstillet til computerarbejde? Dvs ikke køkkenbordet, havebordet, osv."
9486,APV 2021 Arbejde hjemmefra,Bruger du en kontorstol der kan indstilles?
9487,APV 2021 Arbejde hjemmefra,"Har du tastatur, mus, og ekstern skærm tilsluttet din bærbar pc når du arbejder hjemmefra?"
9488,APV 2021 Arbejde hjemmefra,Har du reflektion fra lys eller vinduer i din skærm?
9489,APV 2021 Arbejde hjemmefra,Specificer
9490,APV 2021 Arbejde hjemmefra,Hvordan oplever du belysningen på din arbejdsplads?
9491,APV 2021 Arbejde hjemmefra,Kan du arbejde uforstyrret?
9492,APV 2021 Arbejde hjemmefra,Kan du arbejde frit for støjgener?
9493,APV 2021 Arbejde hjemmefra,"Kan du bruge software online du har til rådighed til at udføre dit arbejde, f.e. adgang til IPW intranet, adgang til kunder, eller online setup for kundemøder."
9494,APV 2021 Arbejde hjemmefra,Forklar
9495,APV 2021 Arbejde hjemmefra,Hvilke støjgener?
9496,APV 2021 Arbejde hjemmefra,Hvad for slags forstyrrelser?
9497,APV 2021 Arbejde hjemmefra,Armplads
9498,APV 2021 Arbejde hjemmefra,Bevægelse
9499,APV 2021 Arbejde hjemmefra,Holdning
9500,APV 2021 Arbejde hjemmefra,Se også billederne under spørgeskemaet og brug gerne et målebånd.
9501,APV 2021 Arbejde hjemmefra,Kommentar
9502,APV 2021 Arbejde hjemmefra,Du skal tage udgangspunkt i din almindelige arbejdsstilling.
9503,APV 2021 Arbejde hjemmefra,Hvornår oplever du en dårlig belysning?
9504,APV 2021 Arbejde hjemmefra,Oplever du at du har den rigtige arbejdsstilling?
9505,APV 2021 Arbejde hjemmefra,Oprettet af
9506,Onboarding - opgaver,Beskrivelse
9507,Onboarding - opgavetyper,Typenavn
9508,Onboarding - opgaver,Type
9509,Onboarding - opgaver,Sortering
9510,Onboarding - opgaver,Udført
9511,Onboarding - HR,Medarbejdernavn
9512,Onboarding - Administration,Medarbejdernavn
9513,Onboarding - Administration,Opgaver
9514,Onboarding - Direktion,Medarbejdernavn
9515,Onboarding - Direktion,Opgaver
9516,Onboarding - IT,Medarbejdernavn
9517,Onboarding - IT,Opgaver
9518,Onboarding - Mentor,Medarbejdernavn
9519,Onboarding - Mentor,Vælg mentor
9520,Onboarding - Mentor,Opgaver
9521,Onboarding - Nærmeste leder,Medarbejdernavn
9522,Onboarding - Nærmeste leder,Vælg nærmeste leder
9523,Onboarding - Nærmeste leder,Opgaver
9524,Onboarding - Mentor,Mentor
9525,Onboarding - Nærmeste leder,Ansvarlig
9526,Lead til salg,Ansvarlig
9527,OTP,Secret
9528,SI - Handleplan,Status / Lessons Learned
9529,Vareoversigt,Vare
9530,Vareoversigt,Tilbudstekst
9532,Vareoversigt,Tilbudsskabelon DK
9534,Vareoversigt,Aktiveres via konfiguration
9535,Vareoversigt,Vejledning
9536,Vareoversigt,Har særskilt tilbudsskabelon
9538,Vareoversigt,Website DK
9539,Vareoversigt,Website EN
9540,Vareoversigt,Supportsite
9541,Vareoversigt,Webinar
9542,Vareoversigt,Installationsvejledning
9543,Vareoversigt,Webinaroversigt
9544,Vareoversigt,Væsentlig info
9545,Vareoversigt,Demosite DK
9546,Vareoversigt,Demosite EN
9548,Vareoversigt,Opgaveflow
9549,Vareoversigt,Kan leveres/installeres af
9550,APV 2021 Arbejde hjemmefra,Ansvarlig
9552,APV 2021 Arbejde hjemmefra,Vurdering AMG
9553,APV 2021 Arbejde hjemmefra,Kommentar
9554,Test bandit,ObjectId
9555,Offboarding - opgavetyper,Typenavn
9556,Onboarding - opgaver,Kommentar
9557,Planlægningslinjer,Note
9558,Måletal,Emne
9559,Måletal emner,Tekst
9560,Konkurrentoversigt - regnskabsopl,Regnskabsår
9561,Konkurrentoversigt - regnskabsopl,"Bruttofortjeneste, tkr"
9562,Konkurrentoversigt - regnskabsopl,"Omsætning, tkr"
9563,Konkurrentoversigt - regnskabsopl,Årets resultat (efter skat)
9564,Konkurrentoversigt - regnskabsopl,Konkurrent
9565,Flowchart Roles,Role
9566,Esbens hygge formular,Navn v2
9567,Esbens hygge formular,Hændelse
9568,Esbens hygge formular,Dato
9569,Leverancer,Formular opstart
9572,Leverancer,Opret evaluering via Fanebladet så disse er linket sammen
9573,Evaluering af Ny kunde forløb,Tilhørende Leverance
9574,Leverancer,Kommentar
9575,Leverancer,Evaluering udføres ikke
9576,Udstyr,Onedrive installeret
9577,Testpunkter på installationer,Virksomhed
9578,Testpunkter på installationer,Overskrift
9579,Esben test til kontraktgenerator,Produktnavn
9580,Testpunkter på installationer,Testbeskrivelse
9581,Testpunkter på installationer,Kvittering
9582,Esben test til kontraktgenerator,Softwarepakke
9583,Esben test til kontraktgenerator,Type
9584,Esben test til kontraktgenerator,Pris (over 250)
9585,Esben test til kontraktgenerator,Pris (under 250)
9586,Esben test til kontraktgenerator,Pris (pr. måned)
9587,Leverancer,Installation udsat - påmind
9588,Philips Tester,Inline
9589,ISMS Årshjul,Titel
9590,ISMS Årshjul,Beskrivelse
9591,ISMS Årshjul,Frekvens (dage)
9592,ISMS Årshjul,Senest udført
9593,ISMS Årshjul,Næste udførelse
9594,ISMS Årshjul,Evt tilhørende dokument
9595,ISMS Årshjul,Evt link til registreringer
9596,Servicebesøg,Servicebesøg
9597,IPW Server,Sidste systemopdatering
9598,IPW Server,Sidste genstart
9599,decimaltester,Input 1
9600,decimaltester,Input 2
9601,decimaltester,Output
9602,ISMS Årshjulslogning,Dato
9603,ISMS Årshjulslogning,Beskrivelse
9604,Informationsaktiver,Fortrolighed
9605,Informationsaktiver,Score
9606,Informationsaktiver,Tilgængelighed
9607,Informationsaktiver,Integritet
9608,Informationsaktiver,Leverandør
9611,ISMS Årshjul,Direktion
9612,ISMS Evaluering af kritiske leverandørers fysiske sikkerhed,Leverandør
9613,ISMS Evaluering af kritiske leverandørers fysiske sikkerhed,Kontrol-år
9614,ISMS Evaluering af kritiske leverandørers fysiske sikkerhed,Godkendt efter
9615,ISMS Evaluering af kritiske leverandørers fysiske sikkerhed,Gennemført
9616,ISMS Evaluering af kritiske leverandørers fysiske sikkerhed,Certifikat(er)
9617,ISMS Evaluering af kritiske leverandørers fysiske sikkerhed,Uddyb anden vurdering
9619,ISMS Evaluering af kritiske leverandørers fysiske sikkerhed,Anvendte produkt(er)
9620,ISMS Evaluering af kritiske leverandørers fysiske sikkerhed,Korrekte lokationer
9621,ISMS Evaluering af kritiske leverandørers fysiske sikkerhed,Operationel og fysisk sikkerhed
9622,ISMS Evaluering af kritiske leverandørers fysiske sikkerhed,Gyldig til
9623,ISAE 3402 kontroller,Nr
9624,ISAE 3402 kontroller,Kapitel
9625,ISAE 3402 kontroller,Afsnit
9626,ISAE 3402 kontroller,Beskrivelse
9627,ISAE 3402 kontroller,Status
9628,ISAE 3402 kontroller,Dokumenter
9629,CSA - Vurdering,Beskrivelse
9630,CSA - Vurdering,Farvekode
9632,Cyber Security Awareness Survey,Udfyldt d.
9633,Cyber Security Awareness Survey,Udfyldt af
9634,Cyber Security Awareness Survey,Vurdering på baggrund af besvarelsen
9636,Cyber Security Awareness Survey,"Er du bekendt med, at have modtaget en phishing mail?"
9637,Cyber Security Awareness Survey,Hvordan håndterede du mailen?
9638,Cyber Security Awareness Survey,Uddyb
9639,Cyber Security Awareness Survey,"Hvis du mener at flere at svarene passer, så vælg evt. andet og uddyb. Ellers vælg det svar, du føler mest om."
9640,Cyber Security Awareness Survey,"Hvordan sikrer man sig, at der er tale om en valid afsender på en e-mail?"
9641,Cyber Security Awareness Survey,Uddyb
9642,Cyber Security Awareness Survey,Hvad er vigtigst i forhold til ens kodeord?
9643,Cyber Security Awareness Survey,Uddyb
